time,vehicle_id,is_fake,lane,position
0,fake_intersection_1_1_S_1_4,True,road_0_1_0_1,231.68000000000004
0,fake_intersection_1_1_E_0_3,True,road_1_2_3_0,231.68000000000004
0,fake_intersection_1_1_N_1_0,True,road_2_1_2_1,231.68000000000004
0,fake_intersection_1_1_N_1_1,True,road_2_1_2_1,232.68000000000004
0,fake_intersection_1_1_N_1_2,True,road_2_1_2_1,233.68000000000004
10,fake_intersection_1_1_S_0_5,True,road_0_1_0_0,231.68000000000004
10,fake_intersection_1_1_S_0_6,True,road_0_1_0_0,232.68000000000004
10,fake_intersection_1_1_S_0_7,True,road_0_1_0_0,233.68000000000004
10,fake_intersection_1_1_E_1_8,True,road_1_2_3_1,231.68000000000004
10,0,False,road_2_1_2_0,26.398262932907606
10,fake_intersection_1_1_N_0_9,True,road_2_1_2_0,231.68000000000004
20,4,False,road_0_1_0_0,15.575764268919444
20,3,False,road_0_1_0_0,40.30357184728437
20,1,False,road_0_1_0_0,95.27926093191877
20,fake_intersection_1_1_W_1_14,True,road_1_0_1_1,231.68000000000004
20,fake_intersection_1_1_E_0_13,True,road_1_2_3_0,231.68000000000004
20,2,False,road_2_1_2_0,58.45041505958538
20,0,False,road_2_1_2_0,138.61660014153065
20,fake_intersection_1_1_N_1_10,True,road_2_1_2_1,231.68000000000004
20,fake_intersection_1_1_N_1_11,True,road_2_1_2_1,232.68000000000004
20,fake_intersection_1_1_N_1_12,True,road_2_1_2_1,233.68000000000004
30,11,False,road_0_1_0_0,5.1
30,7,False,road_0_1_0_0,57.997904777528014
30,5,False,road_0_1_0_0,83.81670440045889
30,4,False,road_0_1_0_0,124.45564506323029
30,3,False,road_0_1_0_0,155.0987039030068
30,1,False,road_0_1_0_0,194.34897464697946
30,fake_intersection_1_1_S_0_19,True,road_0_1_0_0,231.68000000000004
30,12,False,road_0_1_0_1,5.1
30,10,False,road_1_0_1_0,28.006191091025894
30,fake_intersection_1_1_W_1_18,True,road_1_0_1_1,231.68000000000004
30,fake_intersection_1_1_E_0_17,True,road_1_2_3_0,231.68000000000004
30,9,False,road_2_1_2_0,40.065902233677974
30,8,False,road_2_1_2_0,61.98254996761227
30,6,False,road_2_1_2_0,94.33479409645693
30,2,False,road_2_1_2_0,162.89994522941652
30,0,False,road_2_1_2_0,248.82290205944312
30,fake_intersection_1_1_N_1_15,True,road_2_1_2_1,231.68000000000004
30,fake_intersection_1_1_N_1_16,True,road_2_1_2_1,232.68000000000004
40,13,False,road_0_1_0_0,94.29194551628477
40,11,False,road_0_1_0_0,114.98158889170764
40,7,False,road_0_1_0_0,148.16512175755267
40,5,False,road_0_1_0_0,169.52850801565305
40,fake_intersection_1_1_S_0_24,True,road_0_1_0_0,231.68000000000004
40,4,False,road_0_1_0_0,232.26522720658718
40,3,False,road_0_1_0_0,268.04376271285764
40,1,False,road_0_1_0_0,287.1826228582326
40,12,False,road_0_1_0_1,113.84940247206988
40,16,False,road_1_0_1_0,13.868777576223737
40,15,False,road_1_0_1_0,34.549851031242916
40,10,False,road_1_0_1_0,144.7576196701025
40,0,False,road_1_1_2_0,49.08482568594512
40,fake_intersection_1_1_E_1_23,True,road_1_2_3_1,231.68000000000004
40,14,False,road_2_1_2_0,78.30048702982084
40,9,False,road_2_1_2_0,128.0636441855647
40,8,False,road_2_1_2_0,160.77071406301457
40,6,False,road_2_1_2_0,205.06145509297423
40,2,False,road_2_1_2_0,268.3377688694572
40,fake_intersection_1_1_N_1_20,True,road_2_1_2_1,231.68000000000004
40,fake_intersection_1_1_N_1_21,True,road_2_1_2_1,232.68000000000004
40,fake_intersection_1_1_N_1_22,True,road_2_1_2_1,233.68000000000004
50,13,False,road_0_1_0_0,198.7891108656572
50,11,False,road_0_1_0_0,218.09711168266907
50,fake_intersection_1_1_S_0_29,True,road_0_1_0_0,231.68000000000004
50,7,False,road_0_1_0_0,238.37063213037422
50,5,False,road_0_1_0_0,255.74329470515653
50,4,False,road_0_1_0_0,273.59665513591585
50,3,False,road_0_1_0_0,281.0978349936476
50,1,False,road_0_1_0_0,288.5989499581589
50,12,False,road_0_1_0_1,222.58210707217532
50,20,False,road_1_0_1_0,5.1
50,19,False,road_1_0_1_0,55.49148611872316
50,18,False,road_1_0_1_0,74.43525248046666
50,16,False,road_1_0_1_0,106.09746835987785
50,15,False,road_1_0_1_0,131.2857822027277
50,10,False,road_1_0_1_0,258.2039653457259
50,21,False,road_1_0_1_1,5.1
50,6,False,road_1_1_2_0,3.5070455662108238
50,2,False,road_1_1_2_0,64.33753635556333
50,0,False,road_1_1_2_0,160.26013738101605
50,fake_intersection_1_1_E_1_28,True,road_1_2_3_1,231.68000000000004
50,17,False,road_2_1_2_0,81.89651372387239
50,14,False,road_2_1_2_0,180.310945598781
50,9,False,road_2_1_2_0,217.30322498005847
50,8,False,road_2_1_2_0,258.13082552560354
50,fake_intersection_1_1_N_1_25,True,road_2_1_2_1,231.68000000000004
50,fake_intersection_1_1_N_1_26,True,road_2_1_2_1,232.68000000000004
50,fake_intersection_1_1_N_1_27,True,road_2_1_2_1,233.68000000000004
60,9,False,:intersection_1_1_4_0,15.63872583014479
60,13,False,road_0_1_0_0,243.57111417994327
60,11,False,road_0_1_0_0,251.09213181143772
60,7,False,road_0_1_0_0,258.5947372731122
60,5,False,road_0_1_0_0,266.0958730819846
60,4,False,road_0_1_0_0,273.5969436725138
60,3,False,road_0_1_0_0,281.0979493738575
60,1,False,road_0_1_0_0,288.5989499581589
60,fake_intersection_1_1_S_1_30,True,road_0_1_0_1,231.68000000000004
60,fake_intersection_1_1_S_1_31,True,road_0_1_0_1,232.68000000000004
60,fake_intersection_1_1_S_1_32,True,road_0_1_0_1,233.68000000000004
60,12,False,road_0_1_0_1,288.5781966481518
60,27,False,road_1_0_1_0,21.536705767385683
60,25,False,road_1_0_1_0,38.16755217570531
60,24,False,road_1_0_1_0,56.08424504702863
60,22,False,road_1_0_1_0,85.39531979408765
60,20,False,road_1_0_1_0,111.26715288986438
60,19,False,road_1_0_1_0,154.03150399658895
60,18,False,road_1_0_1_0,172.59611960166274
60,16,False,road_1_0_1_0,198.8967519855036
60,15,False,road_1_0_1_0,228.6667246357138
60,10,False,road_1_0_1_0,288.59899847999856
60,26,False,road_1_0_1_1,60.48528342184048
60,23,False,road_1_0_1_1,79.77595563757694
60,21,False,road_1_0_1_1,109.89357871801433
60,8,False,road_1_1_2_0,45.64109808293251
60,6,False,road_1_1_2_0,115.3780762605783
60,2,False,road_1_1_2_0,169.63833543391567
60,0,False,road_1_1_2_0,271.89659758092995
60,17,False,road_2_1_2_0,179.0184323324661
60,14,False,road_2_1_2_0,284.38228441990213
60,fake_intersection_1_1_N_1_33,True,road_2_1_2_1,231.68000000000004
60,fake_intersection_1_1_N_1_34,True,road_2_1_2_1,232.68000000000004
70,3,False,:intersection_1_1_12_0,8.587842648879892
70,13,False,road_0_1_0_0,243.5927861956544
70,11,False,road_0_1_0_0,251.09382820579594
70,7,False,road_0_1_0_0,259.73196412310665
70,5,False,road_0_1_0_0,270.60889028994023
70,4,False,road_0_1_0_0,283.7563370736058
70,fake_intersection_1_1_S_1_35,True,road_0_1_0_1,231.68000000000004
70,fake_intersection_1_1_S_1_36,True,road_0_1_0_1,232.68000000000004
70,fake_intersection_1_1_S_1_37,True,road_0_1_0_1,233.68000000000004
70,12,False,road_0_1_0_1,288.59891833547414
70,33,False,road_1_0_1_0,27.715630595141086
70,32,False,road_1_0_1_0,54.13126680680305
70,29,False,road_1_0_1_0,72.75702578543937
70,28,False,road_1_0_1_0,90.7352744648294
70,27,False,road_1_0_1_0,107.0719538037924
70,25,False,road_1_0_1_0,124.89851252156855
70,24,False,road_1_0_1_0,141.5372480896693
70,22,False,road_1_0_1_0,186.16084234698857
70,20,False,road_1_0_1_0,217.90454404065355
70,19,False,road_1_0_1_0,250.46157433294042
70,18,False,road_1_0_1_0,264.57017228146543
70,16,False,road_1_0_1_0,273.4020393780563
70,15,False,road_1_0_1_0,281.09738526482215
70,10,False,road_1_0_1_0,288.59899847999856
70,26,False,road_1_0_1_1,154.81477089203025
70,23,False,road_1_0_1_1,173.436875300852
70,21,False,road_1_0_1_1,216.96493082690196
70,fake_intersection_1_1_W_1_39,True,road_1_0_1_1,231.68000000000004
70,1,False,road_1_1_0_0,8.721840977499525
70,9,False,road_1_1_2_0,83.83594135174597
70,8,False,road_1_1_2_0,142.8996276210429
70,6,False,road_1_1_2_0,223.11104522286877
70,2,False,road_1_1_2_0,275.5891320109218
70,14,False,road_1_1_2_1,74.15011349944734
70,fake_intersection_1_1_E_0_38,True,road_1_2_3_0,231.68000000000004
70,34,False,road_2_1_2_0,15.615853681702978
70,30,False,road_2_1_2_0,104.47755572428464
70,17,False,road_2_1_2_0,277.08936626632106
70,31,False,road_2_1_2_1,102.02860122647445
80,13,False,:intersection_1_1_12_0,6.426720855443762
80,fake_intersection_1_1_S_0_44,True,road_0_1_0_0,231.68000000000004
80,12,False,road_0_1_0_1,288.59891833547414
80,38,False,road_1_0_1_0,12.157405189232238
80,35,False,road_1_0_1_0,50.77175402849337
80,33,False,road_1_0_1_0,123.08707340899225
80,32,False,road_1_0_1_0,139.0626455271955
80,29,False,road_1_0_1_0,155.4650021477367
80,28,False,road_1_0_1_0,172.89262170695793
80,27,False,road_1_0_1_0,189.75056808198843
80,25,False,road_1_0_1_0,207.36527659817588
80,24,False,road_1_0_1_0,225.43700056492773
80,22,False,road_1_0_1_0,243.58656076281548
80,20,False,road_1_0_1_0,251.09344279748848
80,19,False,road_1_0_1_0,258.5949156641217
80,18,False,road_1_0_1_0,266.0959677414372
80,16,False,road_1_0_1_0,273.59697250241953
80,15,False,road_1_0_1_0,281.09798792210756
80,10,False,road_1_0_1_0,288.59899847999856
80,26,False,road_1_0_1_1,246.40226300963488
80,23,False,road_1_0_1_1,265.24312922839056
80,21,False,road_1_0_1_1,288.59870901105944
80,11,False,road_1_1_0_0,3.4757597479671674
80,7,False,road_1_1_0_0,21.846041346156845
80,5,False,road_1_1_0_0,38.636139591846764
80,4,False,road_1_1_0_0,71.48802111141427
80,1,False,road_1_1_0_0,108.00558664182702
80,3,False,road_1_1_0_1,95.3426213542966
80,17,False,road_1_1_2_0,63.97813758182769
80,9,False,road_1_1_2_0,172.97356740888756
80,8,False,road_1_1_2_0,240.09850118499986
80,14,False,road_1_1_2_1,179.4155665393595
80,39,False,road_1_2_3_0,13.946567693352497
80,36,False,road_1_2_3_0,56.00809764746877
80,37,False,road_2_1_2_0,31.01016351275762
80,34,False,road_2_1_2_0,118.23413209889327
80,30,False,road_2_1_2_0,230.88811203339327
80,fake_intersection_1_1_N_0_40,True,road_2_1_2_0,231.68000000000004
80,fake_intersection_1_1_N_0_41,True,road_2_1_2_0,232.68000000000004
80,31,False,road_2_1_2_1,223.9913604302215
80,fake_intersection_1_1_N_1_42,True,road_2_1_2_1,231.68000000000004
80,fake_intersection_1_1_N_1_43,True,road_2_1_2_1,232.68000000000004
90,41,False,road_0_1_0_0,74.97639107402749
90,12,False,road_0_1_0_1,288.59891833547414
90,48,False,road_1_0_1_0,9.775375046292814
90,46,False,road_1_0_1_0,24.608306290446833
90,44,False,road_1_0_1_0,49.48797174657218
90,38,False,road_1_0_1_0,126.60522274707094
90,35,False,road_1_0_1_0,156.95393128876378
90,33,False,road_1_0_1_0,188.46977101151916
90,32,False,road_1_0_1_0,197.4771073378145
90,29,False,road_1_0_1_0,206.0173794248613
90,28,False,road_1_0_1_0,213.56860111403932
90,27,False,road_1_0_1_0,221.08912231711292
90,25,False,road_1_0_1_0,228.59060390435735
90,24,False,road_1_0_1_0,236.09182465108498
90,22,False,road_1_0_1_0,243.59286424207963
90,20,False,road_1_0_1_0,251.09389670961738
90,19,False,road_1_0_1_0,258.5949156641217
90,18,False,road_1_0_1_0,266.0959677414372
90,16,False,road_1_0_1_0,273.59697250241953
90,15,False,road_1_0_1_0,281.09798792210756
90,10,False,road_1_0_1_0,288.59899847999856
90,fake_intersection_1_1_W_1_48,True,road_1_0_1_1,231.68000000000004
90,fake_intersection_1_1_W_1_49,True,road_1_0_1_1,232.68000000000004
90,26,False,road_1_0_1_1,273.59583044723763
90,23,False,road_1_0_1_1,281.09783803504126
90,21,False,road_1_0_1_1,288.59892494881404
90,11,False,road_1_1_0_0,107.19532994580719
90,5,False,road_1_1_0_0,126.94650750183646
90,4,False,road_1_1_0_0,178.4748782404525
90,1,False,road_1_1_0_0,207.16099819471359
90,13,False,road_1_1_0_1,92.54605873673961
90,7,False,road_1_1_0_1,113.31579852525174
90,3,False,road_1_1_0_1,208.90624321022634
90,30,False,road_1_1_2_0,46.81441749242041
90,17,False,road_1_1_2_0,161.04566635750754
90,9,False,road_1_1_2_0,261.7047742177556
90,14,False,road_1_1_2_0,282.9789687598607
90,31,False,road_1_1_3_0,27.601898273214083
90,50,False,road_1_2_3_0,5.1
90,47,False,road_1_2_3_0,34.44126383811232
90,42,False,road_1_2_3_0,62.811979729195194
90,40,False,road_1_2_3_0,88.07220841795124
90,39,False,road_1_2_3_0,108.60078111509571
90,36,False,road_1_2_3_0,157.06653016581174
90,fake_intersection_1_1_E_0_45,True,road_1_2_3_0,231.68000000000004
90,fake_intersection_1_1_E_0_46,True,road_1_2_3_0,232.68000000000004
90,fake_intersection_1_1_E_0_47,True,road_1_2_3_0,233.68000000000004
90,43,False,road_1_2_3_1,59.33583095636402
90,49,False,road_2_1_2_0,14.46599704849986
90,45,False,road_2_1_2_0,63.00498715778031
90,37,False,road_2_1_2_0,155.75520831622154
90,34,False,road_2_1_2_0,222.70172785642683
100,23,False,:intersection_1_1_10_0,8.569897092062426
100,15,False,:intersection_1_1_8_0,8.084524718179601
100,55,False,road_0_1_0_0,5.1
100,54,False,road_0_1_0_0,25.35428341036541
100,53,False,road_0_1_0_0,51.99697950326376
100,51,False,road_0_1_0_0,80.8914104438491
100,41,False,road_0_1_0_0,175.4072773402166
100,12,False,road_0_1_0_1,288.59891833547414
100,56,False,road_1_0_1_0,5.1
100,48,False,road_1_0_1_0,98.05191238490318
100,46,False,road_1_0_1_0,129.73135011269633
100,44,False,road_1_0_1_0,158.65400220164065
100,38,False,road_1_0_1_0,176.06812082907052
100,35,False,road_1_0_1_0,183.5811822497959
100,33,False,road_1_0_1_0,191.0849187396286
100,32,False,road_1_0_1_0,198.58660938378992
100,29,False,road_1_0_1_0,206.08764048608492
100,28,False,road_1_0_1_0,213.58870431153136
100,27,False,road_1_0_1_0,221.089733303046
100,25,False,road_1_0_1_0,228.59075388819303
100,24,False,road_1_0_1_0,236.09182465108498
100,22,False,road_1_0_1_0,243.59286424207963
100,20,False,road_1_0_1_0,251.09389670961738
100,19,False,road_1_0_1_0,259.57138953935043
100,18,False,road_1_0_1_0,270.0460086576546
100,16,False,road_1_0_1_0,282.1558327007974
100,57,False,road_1_0_1_1,5.1
100,fake_intersection_1_1_W_1_50,True,road_1_0_1_1,231.68000000000004
100,fake_intersection_1_1_W_1_51,True,road_1_0_1_1,232.68000000000004
100,26,False,road_1_0_1_1,281.7075976384404
100,11,False,road_1_1_0_0,194.98939522452918
100,5,False,road_1_1_0_0,212.88420792066955
100,4,False,road_1_1_0_0,285.75970380540673
100,13,False,road_1_1_0_1,187.5115371538016
100,7,False,road_1_1_0_1,205.34053927236766
100,10,False,road_1_1_1_0,5.223716356858464
100,21,False,road_1_1_2_0,3.1118185587633853
100,30,False,road_1_1_2_0,170.4791020710543
100,17,False,road_1_1_2_0,259.4030485656127
100,31,False,road_1_1_3_0,148.5280766373244
100,50,False,road_1_2_3_0,93.05223819316117
